name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses
Tempra Forte Sirup Rasa Strawberry 30 ml,Rp27.000 - Rp35.000,Dikonsumsi sebelum atau sesudah makan.,Anak di atas 12 tahun : 2-2.5 sendok takar (10 ml - 12.5 ml). Anak 6-12 tahun : 1-2 sendok takar (5 ml - 10 ml). Semua dosis diberikan 3-4 x sehari.,Penggunaan dosis tinggi dapat menimbulkan kerusakan hati. Reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit. Hentikan penggunaan obat dan segera hubungi dokter jika mengalami efek samping.,Obat Bebas (Hijau),"Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.","Dus, Botol @ 30 ml",Tiap 5 ml mengandung Paracetamol 250 mg,Jangan digunakan pada penderita yang menderita kerusakan hati dan alergi terhadap Paracetamol.,Taisho Pharmaceutical,BPOM: DBL2124404037A1,"Bila rasa sakit bertahan lebih dari 3 hari, dan demam tidak menurun selama 2 hari, atau bila ada kemerahan pada kulit, segera hubungi dokter. Penggunaan dosis tinggi dapat menyebabkan kerusakan hati. Hati-hati pemberian obat ini pada penderita penyakit ginjal. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol dapat meningkatkan resiko kerusakan fungsi hati. Tidak dianjurkan penggunaan secara bersamaan dengan obat lain yang mengandung paracetamol. Kelebihan dosis: Paracetamol dalam dosis berlebih dapat menimbulkan keracunan hati pada beberapa penderita. Bila hal ini terjadi, harap segera hubungi dokter Anda atau Rumah Sakit terdekat.","TEMPRA FORTE merupakan obat penurun demam yang mengandung Paracetamol 250 mg tiap 5 ml sirup Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik) Obat ini digunakan untuk menurunkan demam, rasa sakit dan nyeri ringan seperti sakit kepala dan sakit gigi"
Turpan Drop 15 ml,Rp19.700 - Rp19.800,,"Dibawah 1 tahun : 0.6 ml, 3-4 kali sehari 1-2 tahun : 0.6-1.2 ml, 3-4 kali sehari Atau sesuai dengan anjuran dokter.",,Obat Bebas (Hijau),"Membantu menurunkan demam dan mengurangi rasa sakit,misalnya pada sakit kepala, nyeri otot, dan nyeri setelah pencabutan gigi atau pada saat pertumbuhan gigi.","Dus, Botol @ 15 ml",Tiap mL mengandung: Paracetamol 100 mg,,Corsa,BPOM: DBL9504306336A1,"- Bila rasa sakit bertahan lebih dari 3 hari, dan demam tidak menurun selama 2 hari, atau bila ada kemerahan pada kulit, segera hubungi dokter. Penggunaan dosis tinggi dapat menyebabkan kerusakan hati. Hati-hati pemberian obat ini pada penderita penyakit ","Turpan merupakan merupakan obat penurun demam yang mengandung Paracetamol Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik) Obat ini digunakan untuk menurunkan demam, rasa sakit dan nyeri ringan seperti sakit kepala dan sakit gigi"
Turpas Forte Sirup 60 ml,Rp44.000 - Rp50.000,Dapat dikonsumsi sebelum atau sesudah makan.,"Anak usia 6-12 tahun: 1-2 sendok takar (5-10 ml), diberikan 3-4 kali per hari. Anak usia 12 tahun ke atas: 2 sendok takar (10 ml), diberikan 3-4 kali sehari. Atau sesuai petunjuk dokter.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: - Penggunaan jangka lama dan dosis besar dapat menyebabkan kerusakan hati. - Reaksi hipersensitifitas.",Obat Bebas (Hijau),"Menurunkan demam, meringankan rasa sakit pada keadaan sakit kepala dan sakit gigi.",Botol @ 60 ml,Tiap 5 ml mengandung: Paracetamol micronized 250 mg,Penderita gangguan fungsi hati yang berat. Penderita hipersensitif terhadap obat ini.,Simex,BPOM: DBL2128209533B1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi unit pelayanan kesehatan atau dokter Anda. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat memningkatkan risiko kerusakan fungsi hati. Penyimpanan setelah kemasan dibuka selama 7 hari. Kategori kehamilan: Kategori B (Mungkin dapat digunakan oleh wanita hamil). Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.","TURPAS FORTE SIRUP merupakan obat yang mengandung Paracetamol yang berfungsi sebagai analgesik dan antipiretik Paracetamol bekerja sebagai antipiretik pada pusat pengaturan suhu di otak dan analgetika dengan meningkatkan ambang rasa sakit Obat ini digunakan untuk menurunkan demam, serta meringankan rasa sakit kepala dan gigi"
Turpas Sirup 60 ml,Rp39.100 - Rp41.600,Dapat dikonsumsi sebelum atau sesudah makan.,"Anak usia 0-1 tahun : 0.5 sendok takar (2.5 ml), diberikan 3-4 kali sehari. Anak usia 1-2 tahun : 1 sendok takar (5 ml), diberikan 3-4 kali sehari. Anak usia 2-6 tahun : 1-2 sendok takar (5-10 ml), diberikan 3-4 kali sehari. Anak usia 6-9 tahun : 2-3 sendok takar (10-15 ml), diberikan 3-4 kali sehari. Anak usia 9-12 tahun : 3-4 sendok takar (15- 20 ml), diberikan 3-4 kali sehari. Atau sesuai petunjuk dokter.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: - Penggunaan jangka lama dan dosis besar dapat menyebabkan kerusakan hati. - Reaksi hipersensitifitas.",Obat Bebas (Hijau),"Menurunkan demam, meringankan rasa sakit pada keadaan sakit kepala dan sakit gigi.",Botol @ 60 ml,Tiap 5 ml mengandung: Paracetamol micronized 120 mg,Penderita gangguan fungsi hati yang berat. Penderita hipersensitif terhadap obat ini.,Simex,BPOM: DBL2128209533A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi unit pelayanan kesehatan atau dokter Anda. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat memningkatkan risiko kerusakan fungsi hati. Penyimpanan setelah kemasan dibuka selama 7 hari. Kategori kehamilan: Kategori B (Mungkin dapat digunakan oleh wanita hamil). Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.","TURPAS SIRUP merupakan obat yang mengandung Paracetamol yang berfungsi sebagai analgesik dan antipiretik Paracetamol bekerja sebagai antipiretik pada pusat pengaturan suhu di otak dan analgetika dengan meningkatkan ambang rasa sakit Obat ini digunakan untuk menurunkan demam, serta meringankan rasa sakit kepala dan gigi"
Xepamol Drops 15 ml,Rp30.100 - Rp39.100,Dapat diberikan bersama atau tanpa makanan.,"Anak 1-3 thn 0.6-1.2 mL, ?1 thn 0.6 mL. Diberikan 3-4 x/hari.","Mual, muntah dan kerusakan hati",Obat Bebas (Hijau),"Meredakan Demam & Nyeri seperti pada nyeri Sendi, nyeri Telinga, sakit Kepala, Reumatik, Flu atau infeksi lainnya","Dus, Botol @ 15 ml",Per 0.6 mL : Paracetamol 60 mg,Peny. Hati atau ginjal.,Metiska Farma,BPOM: DBL8716102436A1,"Hentikan jika tanda-tanda awal reaksi alergi. Obat ini harus digunakan secara hati-hati pada pasien yang mempunyai penyakit asma. Jika anda mengkonsumsi alkohol, potensi terjadinya kerusakan hati sangat tinggi terutama pada pemakaian jangka panjang dan dosis yang lebih tinggi. Hati-hati menggunakan obat ini pada pasien dengan gangguan fungsi hati dan ginjal.","XEPAMOL DROP mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya pada bayi dan anak-anak"
Salonpas Koyo 10 Patch,Rp7.200 - Rp8.600,"Bersihkan dan keringkan bagian yang sakit, lepaskan kertas dan tempelkan salonpas koyo hijau ke bagian yang sakit, dan lepaskan setelah 8 jam pemakaian.",Tidak boleh melebihi 3-4 x sehari.,"Kemerahan, gatal, atau iritasi kulit",Produk Konsumen,"Membantu meredakan rasa nyeri yang disebabkan oleh nyeri otot, sakit otot leher, punggung pegal, sakit kepala, sakit gigi, memar, terkilir dan nyeri sendi",Pack @ 10 Patch,"Per 100g plaster : Methyl Salicylate : 7,18g l-Menthol : 5,66g dl-Camphor : 1,24g",hipersensitif,HISAMITSU,BPOM: QL031800111,"Hanya untuk pemakaian luar. Jangan digunakan pada luka atau kulit yang rusak, pada orang yang alergi terhadap aspirin atau salisilat. Hindari kontak dengan mata, selaput lendir, atau ruam. Tidak dianjurkan pada anak di bawah 12 tahun kecuali atas anjuran dokter.","SALONPAS KOYO merupakan plester pereda rasa nyeri dengan kandungan Metil salisilat, Mentol dan Camphor Berguna untuk meredakan nyeri otot, kelelahan leher, sakit punggung sederhana, sakit kepala, sakit gigi, memar, tegang, dan nyeri sendi"
Hansaplast Koyo Hangat Besar 5 Lembar,Rp15.000 - Rp16.900,"Bersihkan bagian tubuh yang terasa sakit, lalu tempelkan Hansaplast Koyo. Ganti koyo bila rasa hangat berkurang.",Sesuai kebutuhan,Iritasi dan rasa panas yang berlebihan bagi kulit yang sensitif.,Produk Konsumen,"Hansaplast Koyo Panas dapat meredakan semua jenis pegal dan nyeri secara efektif, seperti: - Nyeri otot di leher, bahu atau punggung - Nyeri sendi - Sakit kepala atau sakit gigi - Pegal dan linu - Kram saat menstruasi","Dus, 5 Sachet @ 5 Lembar","Camphor 0.867 mg, Menthol 1.071 mg, Nonylic Acid Vanillylamide 0,002 mg",Hindari pemakaian pada penderita yang hipersensitif terhadap bahan obat.,Beiersdorf Indonesia,BPOM: QL071800021,"Jangan digunakan pada kulit yang luka. Bila terjadi iritasi, hentikan pemakaian. Tidak untuk digunakan pada anak dengan usia dibawah 2 tahun. Jangan digunakan langsung di bawah hidung. Simpan di bawah suhu 30 derajat C.","HANSAPLAST KOYO HANGAT BESAR meredakan nyeri tepat pada otot yang sakit dengan kehangatan yang tahan lama Bahan aktif camphor, menthol dan nonivamide memberikan rasa hangat yang menenangkan dan merangsang sirkulasi darah Di saat yang bersamaan, Hansaplast Koyo akan memblokir transimi sinyal rasa sakit"
Hansaplast Koyo Panas 10 Lembar,Rp9.200 - Rp10.200,"Bersihkan bagian tubuh yang terasa sakit, lalu tempelkan Hansaplast Koyo. Ganti koyo bila rasa hangat berkurang.",Sesuai kebutuhan,Iritasi dan rasa panas yang berlebihan bagi kulit sensitif.,Produk Konsumen,"Meredakan semua jenis pegal dan nyeri secara efektif, seperti nyeri otot di leher, bahu atau punggung, nyeri sendi, sakit kepala atau sakit gigi, pegal dan linu, kram saat menstruasi","Dus, 10 Sachet @ 10 Lembar",Synthetic Capsaicin 0.042,,Beiersdorf Indonesia,BPOM: QL071800031,"Jangan digunakan pada luka kulit terbuka. Bila terjadi iritasi, hentikan pemakaian, Tidak untuk anak dibawah 2 tahun. Jangan digunakan langsung di bawah hidung.","Hansaplast Koyo Panas adalah Koyo yang ideal untuk Anda yang aktif berkegiatan Hansaplast Koyo Hangat dapat meredakan semua jenis pegal dan nyeri secara efektif, seperti: Nyeri otot di leher, bahu atau punggung Nyeri sendi Sakit kepala atau sakit gigi Pegal dan linu Kram saat menstruasi"
Hansaplast Koyo Panas Besar 5 Lembar,"Rp12,800","Bersihkan bagian tubuh yang terasa sakit, lalu tempelkan Hansaplast Koyo. Ganti koyo bila rasa hangat berkurang.",Sesuai kebutuhan,Iritasi dan rasa panas yang berlebihan bagi kulit yang sensitif.,Produk Konsumen,"Hansaplast Koyo Panas dapat meredakan semua jenis pegal dan nyeri secara efektif, seperti: - Nyeri otot di leher, bahu atau punggung - Nyeri sendi - Sakit kepala atau sakit gigi - Pegal dan linu - Kram saat menstruasi",Pack isi 5,"Camphor 1.18mg, Menthol 0.88mg, Nonylic Acid Vanillylamide 0.06mg.",Hindari pemakaian pada penderita yang hipersensitif terhadap bahan obat.,Beiersdorf Indonesia,BPOM: QL071800031,"Jangan digunakan pada kulit yang luka. Bila terjadi iritasi, hentikan pemakaian. Tidak untuk digunakan pada anak dengan usia dibawah 2 tahun. Jangan digunakan langsung di bawah hidung. Simpan di bawah suhu 30�C.","HANSAPLAST KOYO PANAS meredakan nyeri tepat pada otot yang sakit dengan sensasi panas yang tahan lama Bahan aktif camphor, menthol dan nonivamide memberikan sensasi panas yang menenangkan dan merangsang sirkulasi darah Di saat yang bersamaan, Hansaplast Koyo akan memblokir transimi sinyal rasa sakit Dengan Hansaplast Koyo, Anda akan merasa lebih baik dan bisa kembali beraktivitas"
Salonpas Koyo 12 Lembar,Rp8.600 - Rp9.500,"Bersihkan dan keringkan bagian yang sakit, lepaskan kertas dan tempelkan salonpas koyo hijau ke bagian yang sakit, dan lepaskan setelah 8 jam pemakaian.","Dewasa dan anak > 12 tahun:cDi tempelkan di area yang sakit, lepaskan setelah 8 jam pemakaian atau plester diganti 2- 3 kali per hari. Tidak boleh digunakan lebih dari 4 x sehari. Anak usia < 12 tahun: konsultasi ke dokter.","kemerahan, gatal, atau iritasi kulit",Produk Konsumen,"Membantu meredakan rasa nyeri yang disebabkan oleh nyeri otot, sakit otot leher, punggung pegal, sakit kepala, sakit gigi, memar, terkilir dan nyeri sendi.",Sachet @ 2 lembar,"Methyl salicilate 7.18 g , Menthol 5.66 g, dan Camphor 1.24 g.",Hipersensitif,HISAMITSU,BPOM: QL031800111,"Hanya untuk pemakaian luar. Jangan digunakan pada luka atau kulit yang rusak, pada orang yang alergi terhadap aspirin atau salisilat. Hindari kontak dengan mata, selaput lendir, atau ruam.","SALONPAS KOYO merupakan plester dengan kandungan mentol, camphor, dan metil salisilat yang mambantu meredakan rasa nyeri yang disebabkan oleh nyeri otot, nyeri sendi, terkilir, dan punggung pegal"
Salonpas Koyo 20 Patch,"Rp14,200","Bersihkan dan keringkan bagian yang sakit, lepaskan kertas dan tempelkan salonpas koyo hijau ke bagian yang sakit, dan lepaskan setelah 8 jam pemakaian.",Dewasa dan anak > 12 tahun: 3-4 kali sehari. Anak usia < 12 tahun: konsultasi ke dokter.,"Kemerahan, gatal, atau iritasi kulit",Produk Konsumen,"Membantu meredakan rasa nyeri yang disebabkan oleh nyeri otot, sakit otot leher, punggung pegal, sakit kepala, sakit gigi, memar, terkilir dan nyeri sendi",Pack @ 20 Lembar,"Metilsalisilat, mentol, campulhor",-,HISAMITSU,BPOM: QL031800111,"Hanya untuk pemakaian luar. Jangan digunakan pada luka atau kulit yang rusak, pada orang yang alergi terhadap aspirin atau salisilat. Hindari kontak dengan mata, selaput lendir, atau ruam.","SALONPAS KOYO merupakan plester pereda rasa nyeri yang disebabkan oleh nyeri otot, nyeri sendi, terkilir, dan punggung pegal"
Salonpas Koyo Hot 10 Lembar,Rp7.000 - Rp8.000,"Tempelkan pada bagian yang sakit, selama 8 jam.",3-4 kali sehari,Reaksi alergi,Produk Konsumen,"Membantu meredakan rasa nyeri yang disebabkan olehnyeri otot, sakit otot leher, punggung pegal, sakit kepala, sakit gigi, memar, terkilir dan nyeri sendi.",Sachet @ 10 lembar,"Methyl salicilate 2,76 gr, capsicum extract 4,61 gr",-,HISAMITSU,BPOM: QL041800311,Kulit yang rusak atau luka. Alergi aspirin atau salisilat.,"SALONPAS KOYO HOT merupakan plester pereda rasa nyeri yang disebabkan oleh nyeri otot, nyeri sendi, terkilir, dan punggung pegal dengan sensasi hangat"
Salonpas Koyo Large 2X2 Lembar,Rp11.300 - Rp11.400,"Bersihkan dan keringkan bagian yang sakit, lepaskan kertas dan tempelkan salonpas koyo hijau ke bagian yang sakit, dan lepaskan setelah 8 jam pemakaian.",Dewasa dan anak usia lebih dari 12 tahun: 3-4 kali sehari. Anak usia kurang dari 12 tahun: konsultasi ke dokter.,"Kemerahan, gatal, atau iritasi kulit",Produk Konsumen,"Membantu meredakan rasa nyeri yang disebabkan oleh nyeri otot, sakit otot leher, punggung pegal, sakit kepala, sakit gigi, memar, terkilir dan nyeri sendi",Sachet @ 2 lembar,"Methyl salicilate, menthol, camphor",-,HISAMITSU,BPOM: QL031800111,"Hanya untuk pemakaian luar. Jangan digunakan pada luka atau kulit yang rusak, pada orang yang alergi terhadap aspirin atau salisilat. Hindari kontak dengan mata, selaput lendir, atau ruam.","SALONPAS KOYO merupakan plester pereda rasa nyeri yang disebabkan oleh nyeri otot, nyeri sendi, terkilir, dan punggung pegal"
Minyak Tawon DD 30 ml,Rp35.000 - Rp40.900,"Oleskan pada bagian yang luka/sakit, biarkan meresep sampai kedalam kulit",Sesuai kebutuhan.,,Herbal,"Minyak gosok atau minyak urut yang dapat digunakan untuk membantu meredakan nyeri sendi, sakit gigi, bisul, sakit kepala, kudis, panu, gatal-gatal akibat digigit serangga, muntah, sakit perut dan batuk.",Botol @ 30 ml,"Oleum cocos, oleum cajuputi, oleum citronellae, oleum terebinthinae, piperis folium, zingiberis rhizoma, curcumae rhizoma, allium sativum",hipersensitif,Tawon Jaya Makassar,BPOM: QD183616551,"Simpan ditempat yang kering, sejuk dan terhindar dari sinar matahari langsung. Simpan pada suhu dibawah 30 C.","MINYAK TAWON DD merupakan minyak gosok atau minyak urut yang dapat digunakan untuk membantu meredakan nyeri sendi, sakit gigi, bisul, sakit kepala, kudis, panu, gatal-gatal akibat digigit serangga, muntah, sakit perut dan batuk"
Minyak Tawon CC 20 ml,Rp22.000 - Rp27.600,"Oleskan pada bagian yang luka atau sakit, biarkan meresep sampai ke dalam kulit.",Sesuai kebutuhan.,,Herbal,"Minyak gosok atau minyak urut yang dapat digunakan untuk membantu meredakan nyeri sendi, sakit gigi, bisul, sakit kepala, kudis, panu, gatal-gatal akibat digigit serangga, muntah, sakit perut dan batuk.",Botol @ 20 ml,"Oleum cocos, oleum cajuputi, oleum citronellae, oleum terebinthinae, piperis folium, zingiberis rhizoma, curcumae rhizoma, allium sativum",Hipersensitif,Tawon Jaya Makassar,BPOM: QD183616551,"Simpan di tempat yang kering, sejuk dan terhindar dari sinar matahari langsung. Simpan pada suhu dibawah 30 C.","MINYAK TAWON CC merupakan minyak gosok atau minyak urut yang dapat digunakan untuk membantu meredakan nyeri sendi, sakit gigi, bisul, sakit kepala, kudis, panu, gatal-gatal akibat digigit serangga, muntah, sakit perut dan batuk"
Minyak Tawon EE 60 ml,Rp44.600 - Rp60.800,"Oleskan pada bagian yang luka/sakit, biarkan meresep sampai kedalam kulit",Sesuai kebutuhan,,Herbal,"Membantu meredakan nyeri sendi, gatal akibat serangga, sakit perut, batuk, muntah, sakit gigi, bisul, dan sakit kepala",Botol @ 60 ml,"Oleum cocos 60 ml, oleum cajuputi 5 ml, oleum citronellae 5 ml, oleum terebinthinae 5 ml, piperi folium 3 g, zingiberis rhizoma 2 g, curcumae rhizoma 2 g, allium sativum 1,5 g",Hipersensitivitas.,Tawon Jaya Makassar,BPOM: QD183616551,Hanya untuk pemakaian luar. Jauhkan dari jangkauan anak-anak.,"MINYAK TAWON EE merupakan minyak gosok atau minyak urut yang dapat digunakan untuk membantu meredakan nyeri sendi, gatal akibat serangga, sakit perut, batuk, muntah, sakit gigi, bisul, dan sakit kepala"
Minyak Tawon FF 90 ml,Rp65.000 - Rp81.300,"Oleskan pada bagian yang luka/sakit, biarkan meresep sampai kedalam kulit",Sesuai kebutuhan,,Herbal,"Membantu meredakan nyeri sendi, gatal akibat serangga, sakit perut, batuk, muntah, sakit gigi, bisul, dan sakit kepala",Botol @ 90 ml,"Oleum cocos 60 ml, oleum cajuputi 5 ml, oleum citronellae 5 ml, oleum terebinthinae 5 ml, piperi folium 3 g, zingiberis rhizoma 2 g, curcumae rhizoma 2 g, allium sativum 1,5 g",,Tawon Jaya Makassar,BPOM: QD183616551,Hanya untuk pemakaian luar. Jauhkan dari jangkauan anak-anak.,"MINYAK TAWON FF merupakan minyak gosok atau minyak urut yang dapat digunakan untuk membantu meredakan nyeri sendi, gatal akibat serangga, sakit perut, batuk, muntah, sakit gigi, bisul, dan sakit kepala"
Siang Pure Oil 25 ml,Rp92.700 - Rp93.600,Oleskan pada bagian yang membutuhkan,Sesuai kebutuhan,,Herbal,Membantu meredakan:1. Hidung tersumbat2. Sakit kepala / pusing / mabuk perjalanan3. Sakit gigi,Botol @ 25 ml,,,Sentosa Karya Gemilang,BPOM: QI226020511,,Siang Pure Oil merupakan minyak gosok yang diramu berdasarkan peradaban China kuno yang digunakan untuk membantu melancarkan sirkulasi darah
Siang Pure Oil 3 ml,Rp19.700 - Rp20.100,,,,Herbal,Membantu meredakan: 1. Hidung tersumbat 2. Sakit kepala / pusing / mabuk perjalanan 3. Sakit gigi,"Dus, Botol @ 3 ml",,,Sentosa Karya Gemilang,BPOM: QI226020511,Tidak digunakan untuk anak dibawah 2 tahun dan jangan digunakan langsung dibawah lubang hidung.,Siang Pure Oil merupakan minyak gosok yang diramu berdasarkan peradaban China kuno yang digunakan untuk membantu melancarkan sirkulasi darah
